item,condition,list,position_in_list,sentence,shape_top_1,shape_bottom_1,colour1_top_1,colour2_top_1,colour1_bottom_1,colour2_bottom_1,n_colour1_top_1,n_colour2_top_1,n_colour1_bottom_1,n_colour2_bottom_1,first_picture_label,second_picture_label,position_mentioned_object,zero,color1,color2,color3,color4,picture_type_A,picture_type_B,shape_top_2,shape_bottom_2,colour1_top_2,colour2_top_2,colour1_bottom_2,colour2_bottom_2,n_colour1_top_2,n_colour2_top_2,n_colour1_bottom_2,n_colour2_bottom_2,correct_card
70,2,2,351,Fewer than three  of the crosses are pink.,cross,heart,green,yellow,pink,brown,2,2,4,0,69704,5,top,no,brown,green,pink,yellow,4,5,better,,,,,,,,,,First
71,1,4,360,Each of the crosses is turquoise or grey.,cross,square,green,grey,purple,turquoise,0,4,1,3,71721,71722,top,yes,green,grey,purple,turquoise,1,2,cross,square,turquoise,green,grey,purple,0,4,3,1,First
71,1,4,361,Fewer than three  of the squares are purple.,cross,square,green,purple,turquoise,grey,0,4,2,2,71723,5,bottom,yes,green,grey,purple,turquoise,3,5,better,,,,,,,,,,First
71,2,1,360,Each of the squares is grey or purple.,cross,square,turquoise,green,grey,purple,0,4,3,1,71722,71721,bottom,no,green,grey,purple,turquoise,2,1,cross,square,green,grey,purple,turquoise,0,4,1,3,First
71,2,1,361,Fewer than three  of the crosses are turquoise.,cross,square,green,purple,turquoise,grey,0,4,2,2,71723,5,top,no,green,grey,purple,turquoise,3,5,better,,,,,,,,,,First
72,1,2,360,Each of the crosses is purple or green.,cross,square,turquoise,green,grey,purple,0,4,3,1,71722,71721,top,yes,green,grey,purple,turquoise,2,1,cross,square,green,grey,purple,turquoise,0,4,1,3,First
72,1,2,361,Fewer than three  of the squares are turquoise.,cross,square,grey,turquoise,purple,green,2,2,4,0,71724,5,bottom,yes,green,grey,purple,turquoise,4,5,better,,,,,,,,,,First
72,2,3,360,Each of the squares is purple or turquoise.,cross,square,green,grey,purple,turquoise,0,4,1,3,71721,71722,bottom,no,green,grey,purple,turquoise,1,2,cross,square,turquoise,green,grey,purple,0,4,3,1,First
72,2,3,361,Fewer than three  of the crosses are purple.,cross,square,grey,turquoise,purple,green,2,2,4,0,71724,5,top,no,green,grey,purple,turquoise,4,5,better,,,,,,,,,,First
73,1,1,370,Each of the triangles is orange or grey.,triangle,heart,blue,grey,brown,orange,0,4,1,3,73741,73742,top,yes,blue,grey,brown,orange,1,2,triangle,heart,orange,blue,grey,brown,0,4,3,1,First
73,1,1,371,Fewer than three  of the hearts are brown.,triangle,heart,blue,brown,orange,grey,0,4,2,2,73743,5,bottom,yes,blue,grey,brown,orange,3,5,better,,,,,,,,,,First
73,2,2,370,Each of the hearts is grey or brown.,triangle,heart,orange,blue,grey,brown,0,4,3,1,73742,73741,bottom,no,blue,grey,brown,orange,2,1,triangle,heart,blue,grey,brown,orange,0,4,1,3,First
73,2,2,371,Fewer than three  of the triangles are orange.,triangle,heart,blue,brown,orange,grey,0,4,2,2,73743,5,top,no,blue,grey,brown,orange,3,5,better,,,,,,,,,,First
74,1,3,370,Each of the triangles is brown or blue.,triangle,heart,orange,blue,grey,brown,0,4,3,1,73742,73741,top,yes,blue,grey,brown,orange,2,1,triangle,heart,blue,grey,brown,orange,0,4,1,3,First
74,1,3,371,Fewer than three  of the hearts are orange.,triangle,heart,grey,orange,brown,blue,2,2,4,0,73744,5,bottom,yes,blue,grey,brown,orange,4,5,better,,,,,,,,,,First
74,2,4,370,Each of the hearts is brown or orange.,triangle,heart,blue,grey,brown,orange,0,4,1,3,73741,73742,bottom,no,blue,grey,brown,orange,1,2,triangle,heart,orange,blue,grey,brown,0,4,3,1,First
74,2,4,371,Fewer than three  of the triangles are brown.,triangle,heart,grey,orange,brown,blue,2,2,4,0,73744,5,top,no,blue,grey,brown,orange,4,5,better,,,,,,,,,,First
75,1,2,380,Each of the triangles is orange or purple.,triangle,square,black,purple,blue,orange,0,4,1,3,75761,75762,top,yes,black,purple,blue,orange,1,2,triangle,square,orange,black,purple,blue,0,4,3,1,First
75,1,2,381,Fewer than three  of the squares are blue.,triangle,square,black,blue,orange,purple,0,4,2,2,75763,5,bottom,yes,black,purple,blue,orange,3,5,better,,,,,,,,,,First
75,2,3,380,Each of the squares is purple or blue.,triangle,square,orange,black,purple,blue,0,4,3,1,75762,75761,bottom,no,black,purple,blue,orange,2,1,triangle,square,black,purple,blue,orange,0,4,1,3,First
75,2,3,381,Fewer than three  of the triangles are orange.,triangle,square,black,blue,orange,purple,0,4,2,2,75763,5,top,no,black,purple,blue,orange,3,5,better,,,,,,,,,,First
76,1,4,380,Each of the triangles is blue or black.,triangle,square,orange,black,purple,blue,0,4,3,1,75762,75761,top,yes,black,purple,blue,orange,2,1,triangle,square,black,purple,blue,orange,0,4,1,3,First
76,1,4,381,Fewer than three  of the squares are orange.,triangle,square,purple,orange,blue,black,2,2,4,0,75764,5,bottom,yes,black,purple,blue,orange,4,5,better,,,,,,,,,,First
76,2,1,380,Each of the squares is blue or orange.,triangle,square,black,purple,blue,orange,0,4,1,3,75761,75762,bottom,no,black,purple,blue,orange,1,2,triangle,square,orange,black,purple,blue,0,4,3,1,First
76,2,1,381,Fewer than three  of the triangles are blue.,triangle,square,purple,orange,blue,black,2,2,4,0,75764,5,top,no,black,purple,blue,orange,4,5,better,,,,,,,,,,First
77,1,3,390,Each of the triangles is brown or pink.,triangle,cross,green,pink,yellow,brown,0,4,1,3,77781,77782,top,yes,green,pink,yellow,brown,1,2,triangle,cross,brown,green,pink,yellow,0,4,3,1,First
77,1,3,391,Fewer than three  of the crosses are yellow.,triangle,cross,green,yellow,brown,pink,0,4,2,2,77783,5,bottom,yes,green,pink,yellow,brown,3,5,better,,,,,,,,,,First
77,2,4,390,Each of the crosses is pink or yellow.,triangle,cross,brown,green,pink,yellow,0,4,3,1,77782,77781,bottom,no,green,pink,yellow,brown,2,1,triangle,cross,green,pink,yellow,brown,0,4,1,3,First
77,2,4,391,Fewer than three  of the triangles are brown.,triangle,cross,green,yellow,brown,pink,0,4,2,2,77783,5,top,no,green,pink,yellow,brown,3,5,better,,,,,,,,,,First
78,1,1,390,Each of the triangles is yellow or green.,triangle,cross,brown,green,pink,yellow,0,4,3,1,77782,77781,top,yes,green,pink,yellow,brown,2,1,triangle,cross,green,pink,yellow,brown,0,4,1,3,First
78,1,1,391,Fewer than three  of the crosses are brown.,triangle,cross,pink,brown,yellow,green,2,2,4,0,77784,5,bottom,yes,green,pink,yellow,brown,4,5,better,,,,,,,,,,First
78,2,2,390,Each of the crosses is yellow or brown.,triangle,cross,green,pink,yellow,brown,0,4,1,3,77781,77782,bottom,no,green,pink,yellow,brown,1,2,triangle,cross,brown,green,pink,yellow,0,4,3,1,First
78,2,2,391,Fewer than three  of the triangles are yellow.,triangle,cross,pink,brown,yellow,green,2,2,4,0,77784,5,top,no,green,pink,yellow,brown,4,5,better,,,,,,,,,,First
79,1,4,400,Each of the hearts is green or purple.,heart,triangle,grey,purple,turquoise,green,0,4,1,3,79801,79802,top,yes,grey,purple,turquoise,green,1,2,heart,triangle,green,grey,purple,turquoise,0,4,3,1,First
79,1,4,401,Fewer than three  of the triangles are turquoise.,heart,triangle,grey,turquoise,green,purple,0,4,2,2,79803,5,bottom,yes,grey,purple,turquoise,green,3,5,better,,,,,,,,,,First
79,2,1,400,Each of the triangles is purple or turquoise.,heart,triangle,green,grey,purple,turquoise,0,4,3,1,79802,79801,bottom,no,grey,purple,turquoise,green,2,1,heart,triangle,grey,purple,turquoise,green,0,4,1,3,First
79,2,1,401,Fewer than three  of the hearts are green.,heart,triangle,grey,turquoise,green,purple,0,4,2,2,79803,5,top,no,grey,purple,turquoise,green,3,5,better,,,,,,,,,,First
80,1,2,400,Each of the hearts is turquoise or grey.,heart,triangle,green,grey,purple,turquoise,0,4,3,1,79802,79801,top,yes,grey,purple,turquoise,green,2,1,heart,triangle,grey,purple,turquoise,green,0,4,1,3,First
80,1,2,401,Fewer than three  of the triangles are green.,heart,triangle,purple,green,turquoise,grey,2,2,4,0,79804,5,bottom,yes,grey,purple,turquoise,green,4,5,better,,,,,,,,,,First
80,2,3,400,Each of the triangles is turquoise or green.,heart,triangle,grey,purple,turquoise,green,0,4,1,3,79801,79802,bottom,no,grey,purple,turquoise,green,1,2,heart,triangle,green,grey,purple,turquoise,0,4,3,1,First
80,2,3,401,Fewer than three  of the hearts are turquoise.,heart,triangle,purple,green,turquoise,grey,2,2,4,0,79804,5,top,no,grey,purple,turquoise,green,4,5,better,,,,,,,,,,First
81,1,1,410,Each of the hearts is blue or brown.,heart,square,grey,brown,orange,blue,0,4,1,3,81821,81822,top,yes,grey,brown,orange,blue,1,2,heart,square,blue,grey,brown,orange,0,4,3,1,First
81,1,1,411,Fewer than three  of the squares are orange.,heart,square,grey,orange,blue,brown,0,4,2,2,81823,5,bottom,yes,grey,brown,orange,blue,3,5,better,,,,,,,,,,First
81,2,2,410,Each of the squares is brown or orange.,heart,square,blue,grey,brown,orange,0,4,3,1,81822,81821,bottom,no,grey,brown,orange,blue,2,1,heart,square,grey,brown,orange,blue,0,4,1,3,First
81,2,2,411,Fewer than three  of the hearts are blue.,heart,square,grey,orange,blue,brown,0,4,2,2,81823,5,top,no,grey,brown,orange,blue,3,5,better,,,,,,,,,,First
82,1,3,410,Each of the hearts is orange or grey.,heart,square,blue,grey,brown,orange,0,4,3,1,81822,81821,top,yes,grey,brown,orange,blue,2,1,heart,square,grey,brown,orange,blue,0,4,1,3,First
82,1,3,411,Fewer than three  of the squares are blue.,heart,square,brown,blue,orange,grey,2,2,4,0,81824,5,bottom,yes,grey,brown,orange,blue,4,5,better,,,,,,,,,,First
82,2,4,410,Each of the squares is orange or blue.,heart,square,grey,brown,orange,blue,0,4,1,3,81821,81822,bottom,no,grey,brown,orange,blue,1,2,heart,square,blue,grey,brown,orange,0,4,3,1,First
82,2,4,411,Fewer than three  of the hearts are orange.,heart,square,brown,blue,orange,grey,2,2,4,0,81824,5,top,no,grey,brown,orange,blue,4,5,better,,,,,,,,,,First
83,1,2,420,Each of the hearts is black or blue.,heart,cross,purple,blue,orange,black,0,4,1,3,83841,83842,top,yes,purple,blue,orange,black,1,2,heart,cross,black,purple,blue,orange,0,4,3,1,First
83,1,2,421,Fewer than three  of the crosses are orange.,heart,cross,purple,orange,black,blue,0,4,2,2,83843,5,bottom,yes,purple,blue,orange,black,3,5,better,,,,,,,,,,First
83,2,3,420,Each of the crosses is blue or orange.,heart,cross,black,purple,blue,orange,0,4,3,1,83842,83841,bottom,no,purple,blue,orange,black,2,1,heart,cross,purple,blue,orange,black,0,4,1,3,First
83,2,3,421,Fewer than three  of the hearts are black.,heart,cross,purple,orange,black,blue,0,4,2,2,83843,5,top,no,purple,blue,orange,black,3,5,better,,,,,,,,,,First
84,1,4,420,Each of the hearts is orange or purple.,heart,cross,black,purple,blue,orange,0,4,3,1,83842,83841,top,yes,purple,blue,orange,black,2,1,heart,cross,purple,blue,orange,black,0,4,1,3,First
84,1,4,421,Fewer than three  of the crosses are black.,heart,cross,blue,black,orange,purple,2,2,4,0,83844,5,bottom,yes,purple,blue,orange,black,4,5,better,,,,,,,,,,First
84,2,1,420,Each of the crosses is orange or black.,heart,cross,purple,blue,orange,black,0,4,1,3,83841,83842,bottom,no,purple,blue,orange,black,1,2,heart,cross,black,purple,blue,orange,0,4,3,1,First
84,2,1,421,Fewer than three  of the hearts are orange.,heart,cross,blue,black,orange,purple,2,2,4,0,83844,5,top,no,purple,blue,orange,black,4,5,better,,,,,,,,,,First
85,1,3,430,Each of the squares is green or yellow.,square,triangle,pink,yellow,brown,green,0,4,1,3,85861,85862,top,yes,pink,yellow,brown,green,1,2,square,triangle,green,pink,yellow,brown,0,4,3,1,First
85,1,3,431,Fewer than three  of the triangles are brown.,square,triangle,pink,brown,green,yellow,0,4,2,2,85863,5,bottom,yes,pink,yellow,brown,green,3,5,better,,,,,,,,,,First
85,2,4,430,Each of the triangles is yellow or brown.,square,triangle,green,pink,yellow,brown,0,4,3,1,85862,85861,bottom,no,pink,yellow,brown,green,2,1,square,triangle,pink,yellow,brown,green,0,4,1,3,First
85,2,4,431,Fewer than three  of the squares are green.,square,triangle,pink,brown,green,yellow,0,4,2,2,85863,5,top,no,pink,yellow,brown,green,3,5,better,,,,,,,,,,First
86,1,1,430,Each of the squares is brown or pink.,square,triangle,green,pink,yellow,brown,0,4,3,1,85862,85861,top,yes,pink,yellow,brown,green,2,1,square,triangle,pink,yellow,brown,green,0,4,1,3,First
86,1,1,431,Fewer than three  of the triangles are green.,square,triangle,yellow,green,brown,pink,2,2,4,0,85864,5,bottom,yes,pink,yellow,brown,green,4,5,better,,,,,,,,,,First
86,2,2,430,Each of the triangles is brown or green.,square,triangle,pink,yellow,brown,green,0,4,1,3,85861,85862,bottom,no,pink,yellow,brown,green,1,2,square,triangle,green,pink,yellow,brown,0,4,3,1,First
86,2,2,431,Fewer than three  of the squares are brown.,square,triangle,yellow,green,brown,pink,2,2,4,0,85864,5,top,no,pink,yellow,brown,green,4,5,better,,,,,,,,,,First
87,1,4,440,Each of the squares is grey or turquoise.,square,heart,purple,turquoise,green,grey,0,4,1,3,87881,87882,top,yes,purple,turquoise,green,grey,1,2,square,heart,grey,purple,turquoise,green,0,4,3,1,First
87,1,4,441,Fewer than three  of the hearts are green.,square,heart,purple,green,grey,turquoise,0,4,2,2,87883,5,bottom,yes,purple,turquoise,green,grey,3,5,better,,,,,,,,,,First
87,2,1,440,Each of the hearts is turquoise or green.,square,heart,grey,purple,turquoise,green,0,4,3,1,87882,87881,bottom,no,purple,turquoise,green,grey,2,1,square,heart,purple,turquoise,green,grey,0,4,1,3,First
87,2,1,441,Fewer than three  of the squares are grey.,square,heart,purple,green,grey,turquoise,0,4,2,2,87883,5,top,no,purple,turquoise,green,grey,3,5,better,,,,,,,,,,First
88,1,2,440,Each of the squares is green or purple.,square,heart,grey,purple,turquoise,green,0,4,3,1,87882,87881,top,yes,purple,turquoise,green,grey,2,1,square,heart,purple,turquoise,green,grey,0,4,1,3,First
88,1,2,441,Fewer than three  of the hearts are grey.,square,heart,turquoise,grey,green,purple,2,2,4,0,87884,5,bottom,yes,purple,turquoise,green,grey,4,5,better,,,,,,,,,,First
88,2,3,440,Each of the hearts is green or grey.,square,heart,purple,turquoise,green,grey,0,4,1,3,87881,87882,bottom,no,purple,turquoise,green,grey,1,2,square,heart,grey,purple,turquoise,green,0,4,3,1,First
88,2,3,441,Fewer than three  of the squares are green.,square,heart,turquoise,grey,green,purple,2,2,4,0,87884,5,top,no,purple,turquoise,green,grey,4,5,better,,,,,,,,,,First
89,1,1,450,Each of the squares is grey or orange.,square,cross,brown,orange,blue,grey,0,4,1,3,89901,89902,top,yes,brown,orange,blue,grey,1,2,square,cross,grey,brown,orange,blue,0,4,3,1,First
89,1,1,451,Fewer than three  of the crosses are blue.,square,cross,brown,blue,grey,orange,0,4,2,2,89903,5,bottom,yes,brown,orange,blue,grey,3,5,better,,,,,,,,,,First
89,2,2,450,Each of the crosses is orange or blue.,square,cross,grey,brown,orange,blue,0,4,3,1,89902,89901,bottom,no,brown,orange,blue,grey,2,1,square,cross,brown,orange,blue,grey,0,4,1,3,First
89,2,2,451,Fewer than three  of the squares are grey.,square,cross,brown,blue,grey,orange,0,4,2,2,89903,5,top,no,brown,orange,blue,grey,3,5,better,,,,,,,,,,First
90,1,3,450,Each of the squares is blue or brown.,square,cross,grey,brown,orange,blue,0,4,3,1,89902,89901,top,yes,brown,orange,blue,grey,2,1,square,cross,brown,orange,blue,grey,0,4,1,3,First
90,1,3,451,Fewer than three  of the crosses are grey.,square,cross,orange,grey,blue,brown,2,2,4,0,89904,5,bottom,yes,brown,orange,blue,grey,4,5,better,,,,,,,,,,First
90,2,4,450,Each of the crosses is blue or grey.,square,cross,brown,orange,blue,grey,0,4,1,3,89901,89902,bottom,no,brown,orange,blue,grey,1,2,square,cross,grey,brown,orange,blue,0,4,3,1,First
90,2,4,451,Fewer than three  of the squares are blue.,square,cross,orange,grey,blue,brown,2,2,4,0,89904,5,top,no,brown,orange,blue,grey,4,5,better,,,,,,,,,,First
91,1,2,460,Each of the crosses is purple or orange.,cross,triangle,blue,orange,black,purple,0,4,1,3,91921,91922,top,yes,blue,orange,black,purple,1,2,cross,triangle,purple,blue,orange,black,0,4,3,1,First
91,1,2,461,Fewer than three  of the triangles are black.,cross,triangle,blue,black,purple,orange,0,4,2,2,91923,5,bottom,yes,blue,orange,black,purple,3,5,better,,,,,,,,,,First
91,2,3,460,Each of the triangles is orange or black.,cross,triangle,purple,blue,orange,black,0,4,3,1,91922,91921,bottom,no,blue,orange,black,purple,2,1,cross,triangle,blue,orange,black,purple,0,4,1,3,First
91,2,3,461,Fewer than three  of the crosses are purple.,cross,triangle,blue,black,purple,orange,0,4,2,2,91923,5,top,no,blue,orange,black,purple,3,5,better,,,,,,,,,,First
92,1,4,460,Each of the crosses is black or blue.,cross,triangle,purple,blue,orange,black,0,4,3,1,91922,91921,top,yes,blue,orange,black,purple,2,1,cross,triangle,blue,orange,black,purple,0,4,1,3,First
92,1,4,461,Fewer than three  of the triangles are purple.,cross,triangle,orange,purple,black,blue,2,2,4,0,91924,5,bottom,yes,blue,orange,black,purple,4,5,better,,,,,,,,,,First
92,2,1,460,Each of the triangles is black or purple.,cross,triangle,blue,orange,black,purple,0,4,1,3,91921,91922,bottom,no,blue,orange,black,purple,1,2,cross,triangle,purple,blue,orange,black,0,4,3,1,First
92,2,1,461,Fewer than three  of the crosses are black.,cross,triangle,orange,purple,black,blue,2,2,4,0,91924,5,top,no,blue,orange,black,purple,4,5,better,,,,,,,,,,First
93,1,3,470,Each of the crosses is pink or brown.,cross,heart,yellow,brown,green,pink,0,4,1,3,93941,93942,top,yes,yellow,brown,green,pink,1,2,cross,heart,pink,yellow,brown,green,0,4,3,1,First
93,1,3,471,Fewer than three  of the hearts are green.,cross,heart,yellow,green,pink,brown,0,4,2,2,93943,5,bottom,yes,yellow,brown,green,pink,3,5,better,,,,,,,,,,First
93,2,4,470,Each of the hearts is brown or green.,cross,heart,pink,yellow,brown,green,0,4,3,1,93942,93941,bottom,no,yellow,brown,green,pink,2,1,cross,heart,yellow,brown,green,pink,0,4,1,3,First
93,2,4,471,Fewer than three  of the crosses are pink.,cross,heart,yellow,green,pink,brown,0,4,2,2,93943,5,top,no,yellow,brown,green,pink,3,5,better,,,,,,,,,,First
94,1,1,470,Each of the crosses is green or yellow.,cross,heart,pink,yellow,brown,green,0,4,3,1,93942,93941,top,yes,yellow,brown,green,pink,2,1,cross,heart,yellow,brown,green,pink,0,4,1,3,First
94,1,1,471,Fewer than three  of the hearts are pink.,cross,heart,brown,pink,green,yellow,2,2,4,0,93944,5,bottom,yes,yellow,brown,green,pink,4,5,better,,,,,,,,,,First
94,2,2,470,Each of the hearts is green or pink.,cross,heart,yellow,brown,green,pink,0,4,1,3,93941,93942,bottom,no,yellow,brown,green,pink,1,2,cross,heart,pink,yellow,brown,green,0,4,3,1,First
94,2,2,471,Fewer than three  of the crosses are green.,cross,heart,brown,pink,green,yellow,2,2,4,0,93944,5,top,no,yellow,brown,green,pink,4,5,better,,,,,,,,,,First
95,1,4,480,Each of the crosses is purple or green.,cross,square,turquoise,green,grey,purple,0,4,1,3,95961,95962,top,yes,turquoise,green,grey,purple,1,2,cross,square,purple,turquoise,green,grey,0,4,3,1,First
95,1,4,481,Fewer than three  of the squares are grey.,cross,square,turquoise,grey,purple,green,0,4,2,2,95963,5,bottom,yes,turquoise,green,grey,purple,3,5,better,,,,,,,,,,First
95,2,1,480,Each of the squares is green or grey.,cross,square,purple,turquoise,green,grey,0,4,3,1,95962,95961,bottom,no,turquoise,green,grey,purple,2,1,cross,square,turquoise,green,grey,purple,0,4,1,3,First
95,2,1,481,Fewer than three  of the crosses are purple.,cross,square,turquoise,grey,purple,green,0,4,2,2,95963,5,top,no,turquoise,green,grey,purple,3,5,better,,,,,,,,,,First
96,1,2,480,Each of the crosses is grey or turquoise.,cross,square,purple,turquoise,green,grey,0,4,3,1,95962,95961,top,yes,turquoise,green,grey,purple,2,1,cross,square,turquoise,green,grey,purple,0,4,1,3,First
96,1,2,481,Fewer than three  of the squares are purple.,cross,square,green,purple,grey,turquoise,2,2,4,0,95964,5,bottom,yes,turquoise,green,grey,purple,4,5,better,,,,,,,,,,First
96,2,3,480,Each of the squares is grey or purple.,cross,square,turquoise,green,grey,purple,0,4,1,3,95961,95962,bottom,no,turquoise,green,grey,purple,1,2,cross,square,purple,turquoise,green,grey,0,4,3,1,First
96,2,3,481,Fewer than three  of the crosses are grey.,cross,square,green,purple,grey,turquoise,2,2,4,0,95964,5,top,no,turquoise,green,grey,purple,4,5,better,,,,,,,,,,First
