item,condition,list,position_in_list,sentence,shape_top_1,shape_bottom_1,colour1_top_1,colour2_top_1,colour1_bottom_1,colour2_bottom_1,n_colour1_top_1,n_colour2_top_1,n_colour1_bottom_1,n_colour2_bottom_1,first_picture_label,second_picture_label,position_mentioned_object,zero,color1,color2,color3,color4,picture_type_A,picture_type_B,subexp,subset,correct_card,shape_top_2,shape_bottom_2,colour1_top_2,colour2_top_2,colour1_bottom_2,colour2_bottom_2,n_colour1_top_2,n_colour2_top_2,n_colour1_bottom_2,n_colour2_bottom_2
65,1,1,331,Fewer than three of the crosses are grey.,square,cross,orange,grey,brown,blue,0,4,2,2,65663,5,bottom,yes,orange,blue,grey,brown,3,5,rainen,het,Second,better,,,,,,,,,
65,2,2,330,There are exactly three grey crosses and exactly one blue cross.,square,cross,brown,orange,blue,grey,0,4,1,3,65662,65661,bottom,no,orange,blue,grey,brown,2,1,rainen,het,First,square,cross,orange,blue,grey,brown,0,4,1,3
65,2,2,331,Fewer than three of the squares are brown.,square,cross,orange,grey,brown,blue,0,4,2,2,65663,5,top,no,orange,blue,grey,brown,3,5,rainen,hom,Second,better,,,,,,,,,
66,1,3,330,Exactly three crosses are grey.,square,cross,brown,orange,blue,grey,0,4,1,3,65662,65661,top,yes,orange,blue,grey,brown,2,1,rainen,hom,First,square,cross,orange,blue,grey,brown,0,4,1,3
66,1,3,331,Fewer than three of the crosses are brown.,square,cross,blue,brown,grey,orange,2,2,4,0,65664,5,bottom,yes,orange,blue,grey,brown,4,5,rainen,hom,Second,better,,,,,,,,,
66,2,4,330,There are exactly four blue squares.,square,cross,orange,blue,grey,brown,0,4,1,3,65661,65662,bottom,no,orange,blue,grey,brown,1,2,rainen,het,First,square,cross,brown,orange,blue,grey,0,4,1,3
66,2,4,331,Fewer than three of the squares are grey.,square,cross,blue,brown,grey,orange,2,2,4,0,65664,5,top,no,orange,blue,grey,brown,4,5,rainen,het,Second,better,,,,,,,,,
68,2,1,340,Exactly one triangle is purple.,cross,triangle,orange,black,purple,blue,0,4,1,3,67681,67682,bottom,no,orange,black,purple,blue,1,2,rainen,het,First,cross,triangle,blue,orange,black,purple,0,4,1,3
68,2,1,341,Fewer than three of the crosses are purple.,cross,triangle,black,blue,purple,orange,2,2,4,0,67684,5,top,no,orange,black,purple,blue,4,5,rainen,het,Second,better,,,,,,,,,
67,1,2,340,Exactly three triangles are blue.,cross,triangle,orange,black,purple,blue,0,4,1,3,67681,67682,top,yes,orange,black,purple,blue,1,2,rainen,hom,First,cross,triangle,blue,orange,black,purple,0,4,1,3
67,1,2,341,Fewer than three of the triangles are purple.,cross,triangle,orange,purple,blue,black,0,4,2,2,67683,5,bottom,yes,orange,black,purple,blue,3,5,rainen,het,Second,better,,,,,,,,,
67,2,3,340,There are exactly four orange crosses and exactly three purple triangles.,cross,triangle,blue,orange,black,purple,0,4,1,3,67682,67681,bottom,no,orange,black,purple,blue,2,1,rainen,het,First,cross,triangle,orange,black,purple,blue,0,4,1,3
67,2,3,341,Fewer than three of the crosses are blue.,cross,triangle,orange,purple,blue,black,0,4,2,2,67683,5,top,no,orange,black,purple,blue,3,5,rainen,hom,Second,better,,,,,,,,,
68,1,4,340,There are exactly four orange crosses.,cross,triangle,blue,orange,black,purple,0,4,1,3,67682,67681,top,yes,orange,black,purple,blue,2,1,rainen,hom,First,cross,triangle,orange,black,purple,blue,0,4,1,3
68,1,4,341,Fewer than three of the triangles are blue.,cross,triangle,black,blue,purple,orange,2,2,4,0,67684,5,bottom,yes,orange,black,purple,blue,4,5,rainen,hom,Second,better,,,,,,,,,
70,1,1,350,Exactly three hearts are pink and exactly four crosses are brown.,cross,heart,yellow,brown,green,pink,0,4,1,3,69702,69701,top,yes,brown,green,pink,yellow,2,1,rainen,hom,First,cross,heart,brown,green,pink,yellow,0,4,1,3
70,1,1,351,Fewer than three of the hearts are yellow.,cross,heart,green,yellow,pink,brown,2,2,4,0,69704,5,bottom,yes,brown,green,pink,yellow,4,5,rainen,hom,Second,better,,,,,,,,,
70,2,2,350,Exactly four crosses are green and exactly three hearts are yellow.,cross,heart,brown,green,pink,yellow,0,4,1,3,69701,69702,bottom,no,brown,green,pink,yellow,1,2,rainen,het,First,cross,heart,yellow,brown,green,pink,0,4,1,3
70,2,2,351,Fewer than three of the crosses are pink.,cross,heart,green,yellow,pink,brown,2,2,4,0,69704,5,top,no,brown,green,pink,yellow,4,5,rainen,het,Second,better,,,,,,,,,
69,1,3,350,There are exactly three yellow hearts.,cross,heart,brown,green,pink,yellow,0,4,1,3,69701,69702,top,yes,brown,green,pink,yellow,1,2,rainen,hom,First,cross,heart,yellow,brown,green,pink,0,4,1,3
69,1,3,351,Fewer than three of the hearts are pink.,cross,heart,brown,pink,yellow,green,0,4,2,2,69703,5,bottom,yes,brown,green,pink,yellow,3,5,rainen,het,Second,better,,,,,,,,,
69,2,4,350,There are exactly three pink hearts and exactly one green heart.,cross,heart,yellow,brown,green,pink,0,4,1,3,69702,69701,bottom,no,brown,green,pink,yellow,2,1,rainen,het,First,cross,heart,brown,green,pink,yellow,0,4,1,3
69,2,4,351,Fewer than three of the crosses are yellow.,cross,heart,brown,pink,yellow,green,0,4,2,2,69703,5,top,no,brown,green,pink,yellow,3,5,rainen,hom,Second,better,,,,,,,,,
71,2,1,360,There are exactly three purple squares.,cross,square,turquoise,green,grey,purple,0,4,1,3,71722,71721,bottom,no,green,grey,purple,turquoise,2,1,rainen,het,First,cross,square,green,grey,purple,turquoise,0,4,1,3
71,2,1,361,Fewer than three of the crosses are turquoise.,cross,square,green,purple,turquoise,grey,0,4,2,2,71723,5,top,no,green,grey,purple,turquoise,3,5,rainen,hom,Second,better,,,,,,,,,
72,1,2,360,Exactly one square is grey and exactly three squares are purple.,cross,square,turquoise,green,grey,purple,0,4,1,3,71722,71721,top,yes,green,grey,purple,turquoise,2,1,rainen,hom,First,cross,square,green,grey,purple,turquoise,0,4,1,3
72,1,2,361,Fewer than three of the squares are turquoise.,cross,square,grey,turquoise,purple,green,2,2,4,0,71724,5,bottom,yes,green,grey,purple,turquoise,4,5,rainen,hom,Second,better,,,,,,,,,
72,2,3,360,There is exactly one purple square and exactly four grey crosses.,cross,square,green,grey,purple,turquoise,0,4,1,3,71721,71722,bottom,no,green,grey,purple,turquoise,1,2,rainen,het,First,cross,square,turquoise,green,grey,purple,0,4,1,3
72,2,3,361,Fewer than three of the crosses are purple.,cross,square,grey,turquoise,purple,green,2,2,4,0,71724,5,top,no,green,grey,purple,turquoise,4,5,rainen,het,Second,better,,,,,,,,,
71,1,4,360,There are exactly three turquoise squares.,cross,square,green,grey,purple,turquoise,0,4,1,3,71721,71722,top,yes,green,grey,purple,turquoise,1,2,rainen,hom,First,cross,square,turquoise,green,grey,purple,0,4,1,3
71,1,4,361,Fewer than three of the squares are purple.,cross,square,green,purple,turquoise,grey,0,4,2,2,71723,5,bottom,yes,green,grey,purple,turquoise,3,5,rainen,het,Second,better,,,,,,,,,
73,1,1,370,Exactly one heart is brown.,triangle,heart,blue,grey,brown,orange,0,4,1,3,73741,73742,top,yes,blue,grey,brown,orange,1,2,rainen,hom,First,triangle,heart,orange,blue,grey,brown,0,4,1,3
73,1,1,371,Fewer than three of the hearts are brown.,triangle,heart,blue,brown,orange,grey,0,4,2,2,73743,5,bottom,yes,blue,grey,brown,orange,3,5,rainen,het,Second,better,,,,,,,,,
73,2,2,370,Exactly three hearts are brown.,triangle,heart,orange,blue,grey,brown,0,4,1,3,73742,73741,bottom,no,blue,grey,brown,orange,2,1,rainen,het,First,triangle,heart,blue,grey,brown,orange,0,4,1,3
73,2,2,371,Fewer than three of the triangles are orange.,triangle,heart,blue,brown,orange,grey,0,4,2,2,73743,5,top,no,blue,grey,brown,orange,3,5,rainen,hom,Second,better,,,,,,,,,
74,1,3,370,There are exactly three brown hearts and exactly four blue triangles.,triangle,heart,orange,blue,grey,brown,0,4,1,3,73742,73741,top,yes,blue,grey,brown,orange,2,1,rainen,hom,First,triangle,heart,blue,grey,brown,orange,0,4,1,3
74,1,3,371,Fewer than three of the hearts are orange.,triangle,heart,grey,orange,brown,blue,2,2,4,0,73744,5,bottom,yes,blue,grey,brown,orange,4,5,rainen,hom,Second,better,,,,,,,,,
74,2,4,370,There is exactly one brown heart and exactly three orange hearts.,triangle,heart,blue,grey,brown,orange,0,4,1,3,73741,73742,bottom,no,blue,grey,brown,orange,1,2,rainen,het,First,triangle,heart,orange,blue,grey,brown,0,4,1,3
74,2,4,371,Fewer than three of the triangles are brown.,triangle,heart,grey,orange,brown,blue,2,2,4,0,73744,5,top,no,blue,grey,brown,orange,4,5,rainen,het,Second,better,,,,,,,,,
76,2,1,380,Exactly one square is blue and exactly three squares are orange.,triangle,square,black,purple,blue,orange,0,4,1,3,75761,75762,bottom,no,black,purple,blue,orange,1,2,rainen,het,First,triangle,square,orange,black,purple,blue,0,4,1,3
76,2,1,381,Fewer than three of the triangles are blue.,triangle,square,purple,orange,blue,black,2,2,4,0,75764,5,top,no,black,purple,blue,orange,4,5,rainen,het,Second,better,,,,,,,,,
75,1,2,380,Exactly one square is blue.,triangle,square,black,purple,blue,orange,0,4,1,3,75761,75762,top,yes,black,purple,blue,orange,1,2,rainen,hom,First,triangle,square,orange,black,purple,blue,0,4,1,3
75,1,2,381,Fewer than three of the squares are blue.,triangle,square,black,blue,orange,purple,0,4,2,2,75763,5,bottom,yes,black,purple,blue,orange,3,5,rainen,het,Second,better,,,,,,,,,
75,2,3,380,There are exactly four black triangles and exactly one purple square.,triangle,square,orange,black,purple,blue,0,4,1,3,75762,75761,bottom,no,black,purple,blue,orange,2,1,rainen,het,First,triangle,square,black,purple,blue,orange,0,4,1,3
75,2,3,381,Fewer than three of the triangles are orange.,triangle,square,black,blue,orange,purple,0,4,2,2,75763,5,top,no,black,purple,blue,orange,3,5,rainen,hom,Second,better,,,,,,,,,
76,1,4,380,There are exactly three blue squares.,triangle,square,orange,black,purple,blue,0,4,1,3,75762,75761,top,yes,black,purple,blue,orange,2,1,rainen,hom,First,triangle,square,black,purple,blue,orange,0,4,1,3
76,1,4,381,Fewer than three of the squares are orange.,triangle,square,purple,orange,blue,black,2,2,4,0,75764,5,bottom,yes,black,purple,blue,orange,4,5,rainen,hom,Second,better,,,,,,,,,
78,1,1,390,There is exactly one pink cross and exactly four green triangles.,triangle,cross,brown,green,pink,yellow,0,4,1,3,77782,77781,top,yes,green,pink,yellow,brown,2,1,rainen,hom,First,triangle,cross,green,pink,yellow,brown,0,4,1,3
78,1,1,391,Fewer than three of the crosses are brown.,triangle,cross,pink,brown,yellow,green,2,2,4,0,77784,5,bottom,yes,green,pink,yellow,brown,4,5,rainen,hom,Second,better,,,,,,,,,
78,2,2,390,There is exactly one yellow cross.,triangle,cross,green,pink,yellow,brown,0,4,1,3,77781,77782,bottom,no,green,pink,yellow,brown,1,2,rainen,het,First,triangle,cross,brown,green,pink,yellow,0,4,1,3
78,2,2,391,Fewer than three of the triangles are yellow.,triangle,cross,pink,brown,yellow,green,2,2,4,0,77784,5,top,no,green,pink,yellow,brown,4,5,rainen,het,Second,better,,,,,,,,,
77,1,3,390,Exactly one cross is yellow.,triangle,cross,green,pink,yellow,brown,0,4,1,3,77781,77782,top,yes,green,pink,yellow,brown,1,2,rainen,hom,First,triangle,cross,brown,green,pink,yellow,0,4,1,3
77,1,3,391,Fewer than three of the crosses are yellow.,triangle,cross,green,yellow,brown,pink,0,4,2,2,77783,5,bottom,yes,green,pink,yellow,brown,3,5,rainen,het,Second,better,,,,,,,,,
77,2,4,390,There are exactly four green triangles and exactly one pink cross.,triangle,cross,brown,green,pink,yellow,0,4,1,3,77782,77781,bottom,no,green,pink,yellow,brown,2,1,rainen,het,First,triangle,cross,green,pink,yellow,brown,0,4,1,3
77,2,4,391,Fewer than three of the triangles are brown.,triangle,cross,green,yellow,brown,pink,0,4,2,2,77783,5,top,no,green,pink,yellow,brown,3,5,rainen,hom,Second,better,,,,,,,,,
79,2,1,400,There is exactly one purple triangle and exactly three turquoise triangles.,heart,triangle,green,grey,purple,turquoise,0,4,1,3,79802,79801,bottom,no,grey,purple,turquoise,green,2,1,rainen,het,First,heart,triangle,grey,purple,turquoise,green,0,4,1,3
79,2,1,401,Fewer than three of the hearts are green.,heart,triangle,grey,turquoise,green,purple,0,4,2,2,79803,5,top,no,grey,purple,turquoise,green,3,5,rainen,hom,Second,better,,,,,,,,,
80,1,2,400,There are exactly three turquoise triangles.,heart,triangle,green,grey,purple,turquoise,0,4,1,3,79802,79801,top,yes,grey,purple,turquoise,green,2,1,rainen,hom,First,heart,triangle,grey,purple,turquoise,green,0,4,1,3
80,1,2,401,Fewer than three of the triangles are green.,heart,triangle,purple,green,turquoise,grey,2,2,4,0,79804,5,bottom,yes,grey,purple,turquoise,green,4,5,rainen,hom,Second,better,,,,,,,,,
80,2,3,400,Exactly one triangle is turquoise.,heart,triangle,grey,purple,turquoise,green,0,4,1,3,79801,79802,bottom,no,grey,purple,turquoise,green,1,2,rainen,het,First,heart,triangle,green,grey,purple,turquoise,0,4,1,3
80,2,3,401,Fewer than three of the hearts are turquoise.,heart,triangle,purple,green,turquoise,grey,2,2,4,0,79804,5,top,no,grey,purple,turquoise,green,4,5,rainen,het,Second,better,,,,,,,,,
79,1,4,400,There are exactly three green triangles.,heart,triangle,grey,purple,turquoise,green,0,4,1,3,79801,79802,top,yes,grey,purple,turquoise,green,1,2,rainen,hom,First,heart,triangle,green,grey,purple,turquoise,0,4,1,3
79,1,4,401,Fewer than three of the triangles are turquoise.,heart,triangle,grey,turquoise,green,purple,0,4,2,2,79803,5,bottom,yes,grey,purple,turquoise,green,3,5,rainen,het,Second,better,,,,,,,,,
81,1,1,410,Exactly four hearts are brown and exactly three squares are blue.,heart,square,grey,brown,orange,blue,0,4,1,3,81821,81822,top,yes,grey,brown,orange,blue,1,2,rainen,hom,First,heart,square,blue,grey,brown,orange,0,4,1,3
81,1,1,411,Fewer than three of the squares are orange.,heart,square,grey,orange,blue,brown,0,4,2,2,81823,5,bottom,yes,grey,brown,orange,blue,3,5,rainen,het,Second,better,,,,,,,,,
81,2,2,410,Exactly one square is brown.,heart,square,blue,grey,brown,orange,0,4,1,3,81822,81821,bottom,no,grey,brown,orange,blue,2,1,rainen,het,First,heart,square,grey,brown,orange,blue,0,4,1,3
81,2,2,411,Fewer than three of the hearts are blue.,heart,square,grey,orange,blue,brown,0,4,2,2,81823,5,top,no,grey,brown,orange,blue,3,5,rainen,hom,Second,better,,,,,,,,,
82,1,3,410,There are exactly four grey hearts and exactly three orange squares.,heart,square,blue,grey,brown,orange,0,4,1,3,81822,81821,top,yes,grey,brown,orange,blue,2,1,rainen,hom,First,heart,square,grey,brown,orange,blue,0,4,1,3
82,1,3,411,Fewer than three of the squares are blue.,heart,square,brown,blue,orange,grey,2,2,4,0,81824,5,bottom,yes,grey,brown,orange,blue,4,5,rainen,hom,Second,better,,,,,,,,,
82,2,4,410,Exactly one square is orange.,heart,square,grey,brown,orange,blue,0,4,1,3,81821,81822,bottom,no,grey,brown,orange,blue,1,2,rainen,het,First,heart,square,blue,grey,brown,orange,0,4,1,3
82,2,4,411,Fewer than three of the hearts are orange.,heart,square,brown,blue,orange,grey,2,2,4,0,81824,5,top,no,grey,brown,orange,blue,4,5,rainen,het,Second,better,,,,,,,,,
84,2,1,420,Exactly four hearts are blue and exactly three crosses are black.,heart,cross,purple,blue,orange,black,0,4,1,3,83841,83842,bottom,no,purple,blue,orange,black,1,2,rainen,het,First,heart,cross,black,purple,blue,orange,0,4,1,3
84,2,1,421,Fewer than three of the hearts are orange.,heart,cross,blue,black,orange,purple,2,2,4,0,83844,5,top,no,purple,blue,orange,black,4,5,rainen,het,Second,better,,,,,,,,,
83,1,2,420,There are exactly three black crosses.,heart,cross,purple,blue,orange,black,0,4,1,3,83841,83842,top,yes,purple,blue,orange,black,1,2,rainen,hom,First,heart,cross,black,purple,blue,orange,0,4,1,3
83,1,2,421,Fewer than three of the crosses are orange.,heart,cross,purple,orange,black,blue,0,4,2,2,83843,5,bottom,yes,purple,blue,orange,black,3,5,rainen,het,Second,better,,,,,,,,,
83,2,3,420,There are exactly three orange crosses and exactly one blue cross.,heart,cross,black,purple,blue,orange,0,4,1,3,83842,83841,bottom,no,purple,blue,orange,black,2,1,rainen,het,First,heart,cross,purple,blue,orange,black,0,4,1,3
83,2,3,421,Fewer than three of the hearts are black.,heart,cross,purple,orange,black,blue,0,4,2,2,83843,5,top,no,purple,blue,orange,black,3,5,rainen,hom,Second,better,,,,,,,,,
84,1,4,420,There are exactly four purple hearts and exactly three orange crosses.,heart,cross,black,purple,blue,orange,0,4,1,3,83842,83841,top,yes,purple,blue,orange,black,2,1,rainen,hom,First,heart,cross,purple,blue,orange,black,0,4,1,3
84,1,4,421,Fewer than three of the crosses are black.,heart,cross,blue,black,orange,purple,2,2,4,0,83844,5,bottom,yes,purple,blue,orange,black,4,5,rainen,hom,Second,better,,,,,,,,,
86,1,1,430,There are exactly three brown triangles.,square,triangle,green,pink,yellow,brown,0,4,1,3,85862,85861,top,yes,pink,yellow,brown,green,2,1,rainen,hom,First,square,triangle,pink,yellow,brown,green,0,4,1,3
86,1,1,431,Fewer than three of the triangles are green.,square,triangle,yellow,green,brown,pink,2,2,4,0,85864,5,bottom,yes,pink,yellow,brown,green,4,5,rainen,hom,Second,better,,,,,,,,,
86,2,2,430,Exactly one triangle is brown and exactly four squares are yellow.,square,triangle,pink,yellow,brown,green,0,4,1,3,85861,85862,bottom,no,pink,yellow,brown,green,1,2,rainen,het,First,square,triangle,green,pink,yellow,brown,0,4,1,3
86,2,2,431,Fewer than three of the squares are brown.,square,triangle,yellow,green,brown,pink,2,2,4,0,85864,5,top,no,pink,yellow,brown,green,4,5,rainen,het,Second,better,,,,,,,,,
85,1,3,430,There is exactly one brown triangle and exactly three green triangles.,square,triangle,pink,yellow,brown,green,0,4,1,3,85861,85862,top,yes,pink,yellow,brown,green,1,2,rainen,hom,First,square,triangle,green,pink,yellow,brown,0,4,1,3
85,1,3,431,Fewer than three of the triangles are brown.,square,triangle,pink,brown,green,yellow,0,4,2,2,85863,5,bottom,yes,pink,yellow,brown,green,3,5,rainen,het,Second,better,,,,,,,,,
85,2,4,430,Exactly one triangle is yellow and exactly three triangles are brown.,square,triangle,green,pink,yellow,brown,0,4,1,3,85862,85861,bottom,no,pink,yellow,brown,green,2,1,rainen,het,First,square,triangle,pink,yellow,brown,green,0,4,1,3
85,2,4,431,Fewer than three of the squares are green.,square,triangle,pink,brown,green,yellow,0,4,2,2,85863,5,top,no,pink,yellow,brown,green,3,5,rainen,hom,Second,better,,,,,,,,,
87,2,1,440,There are exactly three green hearts and exactly one turquoise heart.,square,heart,grey,purple,turquoise,green,0,4,1,3,87882,87881,bottom,no,purple,turquoise,green,grey,2,1,rainen,het,First,square,heart,purple,turquoise,green,grey,0,4,1,3
87,2,1,441,Fewer than three of the squares are grey.,square,heart,purple,green,grey,turquoise,0,4,2,2,87883,5,top,no,purple,turquoise,green,grey,3,5,rainen,hom,Second,better,,,,,,,,,
88,1,2,440,There are exactly four purple squares.,square,heart,grey,purple,turquoise,green,0,4,1,3,87882,87881,top,yes,purple,turquoise,green,grey,2,1,rainen,hom,First,square,heart,purple,turquoise,green,grey,0,4,1,3
88,1,2,441,Fewer than three of the hearts are grey.,square,heart,turquoise,grey,green,purple,2,2,4,0,87884,5,bottom,yes,purple,turquoise,green,grey,4,5,rainen,hom,Second,better,,,,,,,,,
88,2,3,440,Exactly one heart is green.,square,heart,purple,turquoise,green,grey,0,4,1,3,87881,87882,bottom,no,purple,turquoise,green,grey,1,2,rainen,het,First,square,heart,grey,purple,turquoise,green,0,4,1,3
88,2,3,441,Fewer than three of the squares are green.,square,heart,turquoise,grey,green,purple,2,2,4,0,87884,5,top,no,purple,turquoise,green,grey,4,5,rainen,het,Second,better,,,,,,,,,
87,1,4,440,There are exactly four turquoise squares.,square,heart,purple,turquoise,green,grey,0,4,1,3,87881,87882,top,yes,purple,turquoise,green,grey,1,2,rainen,hom,First,square,heart,grey,purple,turquoise,green,0,4,1,3
87,1,4,441,Fewer than three of the hearts are green.,square,heart,purple,green,grey,turquoise,0,4,2,2,87883,5,bottom,yes,purple,turquoise,green,grey,3,5,rainen,het,Second,better,,,,,,,,,
89,1,1,450,Exactly three crosses are grey and exactly one cross is blue.,square,cross,brown,orange,blue,grey,0,4,1,3,89901,89902,top,yes,brown,orange,blue,grey,1,2,rainen,hom,First,square,cross,grey,brown,orange,blue,0,4,1,3
89,1,1,451,Fewer than three of the crosses are blue.,square,cross,brown,blue,grey,orange,0,4,2,2,89903,5,bottom,yes,brown,orange,blue,grey,3,5,rainen,het,Second,better,,,,,,,,,
89,2,2,450,There are exactly three blue crosses and exactly four brown squares.,square,cross,grey,brown,orange,blue,0,4,1,3,89902,89901,bottom,no,brown,orange,blue,grey,2,1,rainen,het,First,square,cross,brown,orange,blue,grey,0,4,1,3
89,2,2,451,Fewer than three of the squares are grey.,square,cross,brown,blue,grey,orange,0,4,2,2,89903,5,top,no,brown,orange,blue,grey,3,5,rainen,hom,Second,better,,,,,,,,,
90,1,3,450,Exactly three crosses are blue.,square,cross,grey,brown,orange,blue,0,4,1,3,89902,89901,top,yes,brown,orange,blue,grey,2,1,rainen,hom,First,square,cross,brown,orange,blue,grey,0,4,1,3
90,1,3,451,Fewer than three of the crosses are grey.,square,cross,orange,grey,blue,brown,2,2,4,0,89904,5,bottom,yes,brown,orange,blue,grey,4,5,rainen,hom,Second,better,,,,,,,,,
90,2,4,450,There are exactly three grey crosses and exactly one blue cross.,square,cross,brown,orange,blue,grey,0,4,1,3,89901,89902,bottom,no,brown,orange,blue,grey,1,2,rainen,het,First,square,cross,grey,brown,orange,blue,0,4,1,3
90,2,4,451,Fewer than three of the squares are blue.,square,cross,orange,grey,blue,brown,2,2,4,0,89904,5,top,no,brown,orange,blue,grey,4,5,rainen,het,Second,better,,,,,,,,,
92,2,1,460,Exactly one triangle is black.,cross,triangle,blue,orange,black,purple,0,4,1,3,91921,91922,bottom,no,blue,orange,black,purple,1,2,rainen,het,First,cross,triangle,purple,blue,orange,black,0,4,1,3
92,2,1,461,Fewer than three of the crosses are black.,cross,triangle,orange,purple,black,blue,2,2,4,0,91924,5,top,no,blue,orange,black,purple,4,5,rainen,het,Second,better,,,,,,,,,
91,1,2,460,There is exactly one black triangle and exactly three purple triangles.,cross,triangle,blue,orange,black,purple,0,4,1,3,91921,91922,top,yes,blue,orange,black,purple,1,2,rainen,hom,First,cross,triangle,purple,blue,orange,black,0,4,1,3
91,1,2,461,Fewer than three of the triangles are black.,cross,triangle,blue,black,purple,orange,0,4,2,2,91923,5,bottom,yes,blue,orange,black,purple,3,5,rainen,het,Second,better,,,,,,,,,
91,2,3,460,There are exactly four blue crosses and exactly one orange triangle.,cross,triangle,purple,blue,orange,black,0,4,1,3,91922,91921,bottom,no,blue,orange,black,purple,2,1,rainen,het,First,cross,triangle,blue,orange,black,purple,0,4,1,3
91,2,3,461,Fewer than three of the crosses are purple.,cross,triangle,blue,black,purple,orange,0,4,2,2,91923,5,top,no,blue,orange,black,purple,3,5,rainen,hom,Second,better,,,,,,,,,
92,1,4,460,Exactly one triangle is orange.,cross,triangle,purple,blue,orange,black,0,4,1,3,91922,91921,top,yes,blue,orange,black,purple,2,1,rainen,hom,First,cross,triangle,blue,orange,black,purple,0,4,1,3
92,1,4,461,Fewer than three of the triangles are purple.,cross,triangle,orange,purple,black,blue,2,2,4,0,91924,5,bottom,yes,blue,orange,black,purple,4,5,rainen,hom,Second,better,,,,,,,,,
94,1,1,470,Exactly three hearts are green.,cross,heart,pink,yellow,brown,green,0,4,1,3,93942,93941,top,yes,yellow,brown,green,pink,2,1,rainen,hom,First,cross,heart,yellow,brown,green,pink,0,4,1,3
94,1,1,471,Fewer than three of the hearts are pink.,cross,heart,brown,pink,green,yellow,2,2,4,0,93944,5,bottom,yes,yellow,brown,green,pink,4,5,rainen,hom,Second,better,,,,,,,,,
94,2,2,470,Exactly four crosses are brown.,cross,heart,yellow,brown,green,pink,0,4,1,3,93941,93942,bottom,no,yellow,brown,green,pink,1,2,rainen,het,First,cross,heart,pink,yellow,brown,green,0,4,1,3
94,2,2,471,Fewer than three of the crosses are green.,cross,heart,brown,pink,green,yellow,2,2,4,0,93944,5,top,no,yellow,brown,green,pink,4,5,rainen,het,Second,better,,,,,,,,,
93,1,3,470,There are exactly four brown crosses.,cross,heart,yellow,brown,green,pink,0,4,1,3,93941,93942,top,yes,yellow,brown,green,pink,1,2,rainen,hom,First,cross,heart,pink,yellow,brown,green,0,4,1,3
93,1,3,471,Fewer than three of the hearts are green.,cross,heart,yellow,green,pink,brown,0,4,2,2,93943,5,bottom,yes,yellow,brown,green,pink,3,5,rainen,het,Second,better,,,,,,,,,
93,2,4,470,There are exactly four yellow crosses and exactly one brown heart.,cross,heart,pink,yellow,brown,green,0,4,1,3,93942,93941,bottom,no,yellow,brown,green,pink,2,1,rainen,het,First,cross,heart,yellow,brown,green,pink,0,4,1,3
93,2,4,471,Fewer than three of the crosses are pink.,cross,heart,yellow,green,pink,brown,0,4,2,2,93943,5,top,no,yellow,brown,green,pink,3,5,rainen,hom,Second,better,,,,,,,,,
95,2,1,480,There is exactly one green square.,cross,square,purple,turquoise,green,grey,0,4,1,3,95962,95961,bottom,no,turquoise,green,grey,purple,2,1,rainen,het,First,cross,square,turquoise,green,grey,purple,0,4,1,3
95,2,1,481,Fewer than three of the crosses are purple.,cross,square,turquoise,grey,purple,green,0,4,2,2,95963,5,top,no,turquoise,green,grey,purple,3,5,rainen,hom,Second,better,,,,,,,,,
96,1,2,480,There is exactly one green square and exactly three grey squares.,cross,square,purple,turquoise,green,grey,0,4,1,3,95962,95961,top,yes,turquoise,green,grey,purple,2,1,rainen,hom,First,cross,square,turquoise,green,grey,purple,0,4,1,3
96,1,2,481,Fewer than three of the squares are purple.,cross,square,green,purple,grey,turquoise,2,2,4,0,95964,5,bottom,yes,turquoise,green,grey,purple,4,5,rainen,hom,Second,better,,,,,,,,,
96,2,3,480,Exactly one square is grey and exactly three squares are purple.,cross,square,turquoise,green,grey,purple,0,4,1,3,95961,95962,bottom,no,turquoise,green,grey,purple,1,2,rainen,het,First,cross,square,purple,turquoise,green,grey,0,4,1,3
96,2,3,481,Fewer than three of the crosses are grey.,cross,square,green,purple,grey,turquoise,2,2,4,0,95964,5,top,no,turquoise,green,grey,purple,4,5,rainen,het,Second,better,,,,,,,,,
95,1,4,480,Exactly one square is grey.,cross,square,turquoise,green,grey,purple,0,4,1,3,95961,95962,top,yes,turquoise,green,grey,purple,1,2,rainen,hom,First,cross,square,purple,turquoise,green,grey,0,4,1,3
95,1,4,481,Fewer than three of the squares are grey.,cross,square,turquoise,grey,purple,green,0,4,2,2,95963,5,bottom,yes,turquoise,green,grey,purple,3,5,rainen,het,Second,better,,,,,,,,,
